tst1,56, Local-gov, 216851, Bachelors, 13, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States,?
tst1431,55, ?, 102058, 12th, 8, Widowed, ?, Not-in-family, White, Male, 0, 0, 30, United-States,?
tst1432,42, Private, 142424, Assoc-voc, 11, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst1433,23, Private, 259496, HS-grad, 9, Never-married, Machine-op-inspct, Own-child, White, Female, 0, 0, 40, United-States,?
tst1434,43, Private, 180599, Bachelors, 13, Separated, Exec-managerial, Unmarried, White, Male, 8614, 0, 40, United-States,?
tst1435,47, Self-emp-not-inc, 180446, Some-college, 10, Married-civ-spouse, Tech-support, Husband, Black, Male, 0, 0, 40, United-States,?
tst1436,19, Private, 206599, HS-grad, 9, Never-married, Sales, Own-child, White, Female, 0, 0, 40, United-States,?
tst1437,41, Self-emp-inc, 99212, HS-grad, 9, Separated, Exec-managerial, Unmarried, White, Male, 0, 0, 40, United-States,?
tst1438,47, Local-gov, 128401, Doctorate, 16, Never-married, Prof-specialty, Unmarried, White, Female, 0, 0, 40, United-States,?
tst1439,25, Private, 257310, HS-grad, 9, Never-married, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, United-States,?
tst1440,42, ?, 116632, Some-college, 10, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 60, United-States,?
tst1441,61, Private, 229744, 5th-6th, 3, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, El-Salvador,?
tst1442,41, Private, 131591, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, Black, Male, 0, 0, 45, United-States,?
tst1443,38, Private, 103474, Assoc-voc, 11, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States,?
tst1444,35, Private, 244803, HS-grad, 9, Never-married, Handlers-cleaners, Other-relative, White, Male, 0, 0, 40, Peru,?
tst1445,39, Private, 240841, Some-college, 10, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 25, United-States,?
tst1446,66, Self-emp-not-inc, 28061, 7th-8th, 4, Widowed, Farming-fishing, Unmarried, White, Male, 0, 0, 50, United-States,?
tst1447,28, Private, 182344, HS-grad, 9, Never-married, Other-service, Not-in-family, Black, Male, 0, 0, 40, United-States,?
tst1448,25, Private, 124111, Bachelors, 13, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States,?
tst1449,32, Private, 154087, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States,?
tst1450,52, Private, 125932, 7th-8th, 4, Widowed, Other-service, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst1451,35, Private, 61518, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 35, United-States,?
tst1452,31, Private, 176969, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 55, United-States,?
tst1453,40, Private, 121874, Assoc-acdm, 12, Married-civ-spouse, Sales, Husband, White, Male, 7688, 0, 50, United-States,?
tst1454,19, Private, 138760, HS-grad, 9, Never-married, Machine-op-inspct, Own-child, White, Male, 0, 0, 40, United-States,?
tst1455,26, Private, 193304, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States,?
tst1456,61, Private, 35649, Some-college, 10, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 6, United-States,?
tst1457,36, Self-emp-not-inc, 342719, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 45, ?,?
tst1458,31, Private, 63437, HS-grad, 9, Never-married, Farming-fishing, Not-in-family, White, Male, 0, 0, 40, Ireland,?
tst1459,27, Private, 160786, HS-grad, 9, Divorced, Other-service, Not-in-family, White, Male, 0, 0, 30, United-States,?
tst1460,47, Private, 78529, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 60, United-States,?
tst1461,51, Private, 210940, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 2002, 45, United-States,?
tst1462,19, Private, 177945, Some-college, 10, Never-married, Sales, Own-child, White, Male, 0, 0, 25, United-States,?
tst1463,71, Private, 97870, Masters, 14, Divorced, Prof-specialty, Not-in-family, White, Female, 0, 0, 15, Germany,?
tst1464,42, Self-emp-not-inc, 79531, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 55, United-States,?
tst1465,22, Private, 141028, HS-grad, 9, Never-married, Other-service, Own-child, Black, Male, 0, 0, 30, United-States,?
tst1466,36, Private, 262688, Some-college, 10, Married-civ-spouse, Sales, Husband, Black, Male, 7688, 0, 50, United-States,?
tst1467,41, Local-gov, 351350, Some-college, 10, Divorced, Protective-serv, Unmarried, White, Female, 0, 0, 40, United-States,?
tst1468,24, Private, 196269, 11th, 7, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male, 0, 0, 40, United-States,?
tst1469,68, ?, 270339, 10th, 6, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 35, United-States,?
tst1470,39, Private, 126161, Doctorate, 16, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 45, United-States,?
tst1471,55, Local-gov, 48055, 12th, 8, Widowed, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst1472,20, Private, 227626, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 60, United-States,?
tst1473,51, State-gov, 213296, Bachelors, 13, Widowed, Adm-clerical, Not-in-family, White, Male, 0, 0, 40, United-States,?
tst1474,23, ?, 32897, Assoc-acdm, 12, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 20, United-States,?
tst1475,57, ?, 85815, HS-grad, 9, Divorced, ?, Own-child, Asian-Pac-Islander, Male, 0, 0, 20, United-States,?
tst1476,48, Private, 148254, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Wife, White, Female, 0, 0, 16, United-States,?
tst1477,23, ?, 86337, Some-college, 10, Never-married, ?, Not-in-family, White, Female, 0, 0, 15, United-States,?
tst1478,35, Private, 101509, Some-college, 10, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst1479,45, Self-emp-not-inc, 138962, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male, 0, 0, 72, ?,?
tst1480,19, Private, 198320, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 45, United-States,?
tst1481,37, Private, 292370, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, Other, Male, 0, 0, 50, ?,?
tst1482,24, Private, 211585, HS-grad, 9, Married-civ-spouse, Transport-moving, Own-child, White, Female, 0, 0, 40, United-States,?
tst1483,51, Self-emp-not-inc, 46401, Some-college, 10, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 40, United-States,?
tst1484,50, Federal-gov, 343014, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, Black, Male, 0, 0, 40, United-States,?
tst1485,31, Self-emp-not-inc, 81030, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States,?
tst1486,40, Self-emp-not-inc, 34007, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 70, United-States,?
tst1487,31, Private, 29662, Some-college, 10, Never-married, Sales, Not-in-family, White, Female, 0, 0, 60, United-States,?
tst1488,33, Private, 90668, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst1489,24, State-gov, 215797, Bachelors, 13, Never-married, Tech-support, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst1490,25, Private, 239461, Masters, 14, Never-married, Prof-specialty, Own-child, White, Male, 0, 0, 35, United-States,?
tst1491,35, Private, 222989, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 30, United-States,?
tst1492,47, Private, 73394, Some-college, 10, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 50, United-States,?
tst1493,26, Private, 227489, Some-college, 10, Never-married, Handlers-cleaners, Other-relative, Black, Male, 0, 0, 40, ?,?
tst1494,27, Private, 367390, Some-college, 10, Never-married, Craft-repair, Unmarried, White, Male, 0, 0, 50, United-States,?
tst1495,27, Private, 183523, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 45, United-States,?
tst1496,41, Private, 187802, Some-college, 10, Never-married, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 40, United-States,?
tst1497,31, Private, 191834, HS-grad, 9, Divorced, Machine-op-inspct, Other-relative, White, Male, 0, 0, 40, United-States,?
tst1498,58, Private, 142326, Bachelors, 13, Divorced, Prof-specialty, Not-in-family, White, Female, 0, 0, 50, United-States,?
tst1499,41, Self-emp-inc, 230168, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 91, United-States,?
tst1500,33, State-gov, 31703, Some-college, 10, Never-married, Other-service, Own-child, White, Male, 0, 0, 40, United-States,?
tst1501,28, State-gov, 189765, Some-college, 10, Separated, Adm-clerical, Unmarried, White, Female, 0, 0, 50, United-States,?
tst1502,52, ?, 121942, 7th-8th, 4, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 40, United-States,?
tst1503,32, Private, 53135, HS-grad, 9, Never-married, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, United-States,?
tst1504,20, ?, 174461, HS-grad, 9, Never-married, ?, Own-child, White, Female, 0, 0, 5, United-States,?
tst1505,23, Private, 212617, Bachelors, 13, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 66, Ecuador,?
tst1506,23, Private, 60409, HS-grad, 9, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst1507,54, Private, 103024, HS-grad, 9, Divorced, Tech-support, Not-in-family, White, Male, 0, 0, 42, United-States,?
tst1508,45, Self-emp-inc, 121124, Prof-school, 15, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 50, United-States,?
tst1509,35, Private, 160910, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States,?
tst1510,29, Private, 78261, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States,?
tst1511,49, Private, 248895, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 45, United-States,?
tst1512,18, Private, 122775, HS-grad, 9, Never-married, Other-service, Own-child, White, Male, 0, 0, 35, United-States,?
tst1513,41, Self-emp-inc, 114580, Prof-school, 15, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 2415, 55, United-States,?
tst1514,51, Private, 95329, Masters, 14, Divorced, Protective-serv, Unmarried, White, Male, 0, 0, 40, United-States,?
tst1515,30, Private, 139012, Assoc-voc, 11, Never-married, Adm-clerical, Other-relative, Asian-Pac-Islander, Male, 2463, 0, 40, Vietnam,?
tst1516,64, Local-gov, 199298, 5th-6th, 3, Divorced, Other-service, Not-in-family, White, Female, 0, 0, 45, ?,?
tst1517,44, Local-gov, 58124, Bachelors, 13, Divorced, Prof-specialty, Unmarried, White, Male, 0, 0, 45, United-States,?
tst1518,37, Private, 34146, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 68, United-States,?
tst1519,25, Private, 231357, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst1520,35, Private, 41777, 12th, 8, Never-married, Farming-fishing, Not-in-family, White, Male, 0, 0, 20, United-States,?
tst1521,32, Private, 63564, HS-grad, 9, Never-married, Other-service, Own-child, Black, Female, 0, 0, 40, United-States,?
tst1522,42, Private, 119679, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 1579, 42, United-States,?
tst1523,60, Federal-gov, 119832, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, White, Male, 7298, 0, 40, United-States,?
tst1524,31, Private, 221167, Bachelors, 13, Widowed, Other-service, Not-in-family, White, Female, 0, 0, 30, United-States,?
tst1525,28, Private, 227840, HS-grad, 9, Never-married, Transport-moving, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst1526,40, Private, 236021, Some-college, 10, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 50, United-States,?
tst1527,23, Private, 200967, HS-grad, 9, Divorced, Other-service, Own-child, White, Female, 0, 0, 10, United-States,?
tst1528,56, Private, 235197, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 38, United-States,?
tst1529,45, Local-gov, 61885, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 37, United-States,?
tst1530,54, Self-emp-inc, 223752, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 7688, 0, 40, ?,?
tst1531,19, Private, 39756, Some-college, 10, Never-married, Other-service, Own-child, White, Female, 0, 0, 15, United-States,?
tst1532,30, Self-emp-not-inc, 85708, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States,?
tst1533,28, Private, 115677, Assoc-acdm, 12, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 32, United-States,?
tst1534,22, Private, 192455, HS-grad, 9, Never-married, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States,?
tst1535,34, Private, 283921, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 50, United-States,?
tst1536,22, Private, 117747, Some-college, 10, Never-married, Craft-repair, Other-relative, Asian-Pac-Islander, Female, 0, 0, 40, Vietnam,?
tst1537,65, Self-emp-not-inc, 28367, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 55, United-States,?
tst1538,24, Private, 330571, Bachelors, 13, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 40, United-States,?
tst1539,22, Private, 193586, HS-grad, 9, Never-married, Sales, Not-in-family, White, Female, 0, 0, 25, United-States,?
tst1540,64, Private, 153894, Bachelors, 13, Never-married, Sales, Unmarried, White, Female, 0, 0, 40, Peru,?
tst1541,35, Private, 331395, Some-college, 10, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 50, United-States,?
tst1542,32, Private, 318647, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 48, United-States,?
tst1543,58, Federal-gov, 72998, 11th, 7, Divorced, Craft-repair, Not-in-family, Black, Female, 14084, 0, 40, United-States,?
tst1544,24, Private, 154422, Bachelors, 13, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Female, 0, 0, 40, Philippines,?
tst1545,39, Private, 339442, HS-grad, 9, Separated, Machine-op-inspct, Not-in-family, Black, Male, 2176, 0, 40, United-States,?
tst1546,49, Private, 252079, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States,?
tst1547,45, Private, 257609, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States,?
tst1548,61, Private, 176689, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States,?
tst1549,50, Self-emp-inc, 152810, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 70, Germany,?
tst1550,34, Local-gov, 93886, Bachelors, 13, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 46, United-States,?
tst1551,56, Private, 230039, 7th-8th, 4, Never-married, Other-service, Own-child, White, Female, 0, 0, 30, United-States,?
tst1552,28, Federal-gov, 163862, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 5178, 0, 40, United-States,?
tst1553,24, Private, 118023, Some-college, 10, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 30, United-States,?
tst1554,21, Private, 157893, HS-grad, 9, Never-married, Transport-moving, Own-child, White, Female, 0, 0, 40, United-States,?
tst1555,52, State-gov, 231166, Assoc-voc, 11, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States,?
tst1556,41, Self-emp-inc, 177905, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 7688, 0, 70, United-States,?
tst1557,28, Private, 264498, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst1558,27, ?, 146651, HS-grad, 9, Married-civ-spouse, ?, Own-child, White, Female, 0, 0, 15, United-States,?
tst1559,50, Private, 234657, Some-college, 10, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States,?
tst1560,29, Private, 289960, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 48, United-States,?
tst1561,46, Private, 117310, Assoc-acdm, 12, Widowed, Tech-support, Unmarried, White, Female, 6497, 0, 40, United-States,?
tst1562,38, Self-emp-not-inc, 89202, Some-college, 10, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States,?
tst1563,30, Private, 225231, Some-college, 10, Divorced, Exec-managerial, Not-in-family, White, Male, 8614, 0, 50, United-States,?
tst1564,18, Private, 174926, 9th, 5, Never-married, Other-service, Own-child, White, Male, 0, 0, 15, ?,?
tst1565,38, Private, 210610, Assoc-acdm, 12, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States,?
tst1566,75, Private, 239038, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 16, United-States,?
tst1567,35, Private, 267866, HS-grad, 9, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male, 0, 1887, 50, Iran,?
tst1568,63, Local-gov, 86590, HS-grad, 9, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 32, United-States,?
tst1569,38, Private, 239755, 11th, 7, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States,?
tst1570,54, Private, 222882, HS-grad, 9, Widowed, Exec-managerial, Unmarried, White, Female, 0, 0, 45, United-States,?
tst1571,56, Private, 122390, Assoc-voc, 11, Married-civ-spouse, Sales, Husband, White, Male, 15024, 0, 40, United-States,?
tst1572,37, Local-gov, 117683, HS-grad, 9, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States,?
tst1573,40, Private, 254478, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 7298, 0, 50, United-States,?
